Date,Volume,Close,Average
17/05/2010,190708700,34.39,34.87142857
18/05/2010,195669600,34.14,34.90571429
19/05/2010,256431700,33.6,34.93
20/05/2010,320728800,32.16,34.79142857
21/05/2010,305972800,32.78,34.63571429
24/05/2010,188559700,33.38,34.48047619
25/05/2010,262001600,33.17,34.32380952
26/05/2010,212663500,33.02,34.20809524
27/05/2010,166570600,34.27,34.1547619
28/05/2010,203903700,34.75,34.07904762
01/06/2010,219118200,35.29,34.07761905
02/06/2010,172137000,35.71,34.06238095
03/06/2010,162526700,35.6,34.09142857
04/06/2010,189576100,34.63,34.09142857
07/06/2010,221735500,33.95,34.12190476
08/06/2010,250192600,33.73,34.20857143
09/06/2010,213657500,32.9,34.13904762
10/06/2010,194089000,33.89,34.10047619
11/06/2010,136439800,34.3,34.0452381
14/06/2010,150740100,34.4,34.01904762
15/06/2010,146268500,35.13,34.05666667
16/06/2010,195919500,36.15,34.14047619
17/06/2010,218213800,36.78,34.26619048
18/06/2010,196155400,37.08,34.43190476
21/06/2010,194122600,36.55,34.64095238
22/06/2010,179315500,37.05,34.84428571
23/06/2010,192114300,36.66,35.00047619
24/06/2010,178569300,36.39,35.15380952
25/06/2010,137485600,36.08,35.29952381
28/06/2010,146237000,36.3,35.39619048
29/06/2010,283336200,34.66,35.39190476
30/06/2010,184863000,34.03,35.33190476
01/07/2010,255724000,33.62,35.23238095
02/07/2010,173460700,33.41,35.12809524
06/07/2010,153808900,33.64,35.08095238
07/07/2010,163639000,34.99,35.13047619
08/07/2010,184536100,34.92,35.18714286
09/07/2010,108330600,35.12,35.29285714
12/07/2010,140719600,34.81,35.33666667
13/07/2010,297731000,34.06,35.3252381
14/07/2010,203011900,34.19,35.3152381
15/07/2010,206216500,34.02,35.26238095
16/07/2010,259964600,33.81,35.15095238
19/07/2010,256119500,33.22,34.98142857
20/07/2010,268737700,34.08,34.83857143
21/07/2010,296417800,34.39,34.73571429
22/07/2010,161329700,35.04,34.64
23/07/2010,133347200,35.17,34.56904762
26/07/2010,105137900,35.08,34.50666667
27/07/2010,146192900,35.73,34.49
28/07/2010,129996300,35.3,34.44238095
29/07/2010,160951700,34.92,34.4547619
30/07/2010,112052500,34.8,34.49142857
02/08/2010,107013900,35.42,34.57714286
03/08/2010,104413400,35.43,34.67333333
04/08/2010,105093800,35.58,34.76571429
05/08/2010,72274300,35.4,34.7852381
06/08/2010,111224400,35.19,34.79809524
09/08/2010,75782000,35.41,34.81190476
10/08/2010,112980000,35.09,34.8252381
11/08/2010,155013600,33.85,34.8152381
12/08/2010,133730100,34.06,34.80904762
13/08/2010,88717300,33.7,34.79380952
16/08/2010,79607500,33.5,34.77904762
17/08/2010,105660100,34.09,34.82047619
18/08/2010,84924000,34.24,34.82809524
19/08/2010,106676500,33.8,34.8
20/08/2010,96057500,33.77,34.73952381
23/08/2010,103510400,33.25,34.64809524
24/08/2010,150641400,32.46,34.52333333
25/08/2010,149216900,32.86,34.38666667
26/08/2010,116626300,32.51,34.25380952
27/08/2010,137097800,32.69,34.14761905
30/08/2010,95822300,32.81,34.05285714
31/08/2010,105196700,32.89,33.93238095
01/09/2010,174259400,33.87,33.85809524
02/09/2010,103856900,34.11,33.78809524
03/09/2010,130197200,35.01,33.76952381
07/09/2010,85639400,34.88,33.7547619
08/09/2010,131637800,35.57,33.76238095
09/09/2010,109643800,35.59,33.78619048
10/09/2010,96885600,35.63,33.87095238
13/09/2010,97195000,36.13,33.96952381
14/09/2010,102037600,36.26,34.09142857
15/09/2010,107342200,36.56,34.23714286
16/09/2010,163025800,37.42,34.39571429
17/09/2010,158619300,37.25,34.53904762
20/09/2010,164669400,38.32,34.75428571
21/09/2010,167018600,38.39,34.97428571
22/09/2010,146322400,38.93,35.2447619
23/09/2010,196529200,39.09,35.56047619
24/09/2010,162372000,39.55,35.87904762
27/09/2010,120708700,39.39,36.20666667
28/09/2010,258760600,38.81,36.49809524
29/09/2010,117411000,38.88,36.78714286
30/09/2010,168347900,38.39,37.04904762
01/10/2010,112035700,38.22,37.25619048
04/10/2010,108825500,37.7,37.42714286
05/10/2010,125491800,39.09,37.62142857
06/10/2010,167717200,39.12,37.82333333
07/10/2010,102099900,39.13,37.99285714
08/10/2010,164600800,39.78,38.19238095
11/10/2010,106938300,39.96,38.39857143
12/10/2010,139636000,40.39,38.60142857
13/10/2010,157523100,40.6,38.80809524
14/10/2010,108824100,40.9,39.0147619
15/10/2010,230548500,42.58,39.26047619
18/10/2010,273252700,43.02,39.5352381
19/10/2010,308196000,41.87,39.70428571
20/10/2010,180406100,42.01,39.87666667
21/10/2010,137865000,41.87,40.01666667
22/10/2010,93194500,41.6,40.13619048
25/10/2010,98115500,41.78,40.24238095
26/10/2010,98232400,41.67,40.35095238
27/10/2010,99750700,41.64,40.48571429
28/10/2010,137762800,41.29,40.60047619
29/10/2010,107627800,40.72,40.71142857
01/11/2010,105972300,41.15,40.85095238
02/11/2010,108482500,41.85,41.04857143
03/11/2010,127087100,42.32,41.20238095
04/11/2010,160622000,43.06,41.39
05/11/2010,90313300,42.9,41.56952381
08/11/2010,70439600,43.1,41.72761905
09/11/2010,95886000,42.76,41.86095238
10/11/2010,96056800,43.02,41.98619048
11/11/2010,90321000,42.84,42.09285714
12/11/2010,198961700,41.67,42.12952381
15/11/2010,100901500,41.54,42.08
16/11/2010,164412500,40.8,41.97428571
17/11/2010,119862400,40.65,41.91619048
18/11/2010,123622800,41.73,41.90285714
19/11/2010,96210800,41.5,41.8852381
22/11/2010,98268800,42.39,41.92285714
23/11/2010,129861900,41.77,41.92238095
24/11/2010,103431300,42.59,41.96619048
26/11/2010,59396400,42.61,42.01238095
29/11/2010,111446300,42.87,42.08761905
30/11/2010,125464500,42.09,42.15285714
01/12/2010,115437700,42.8,42.23142857
02/12/2010,115709300,43.04,42.28809524
03/12/2010,85523200,42.94,42.31761905
06/12/2010,112120400,43.31,42.32952381
07/12/2010,97863500,43.05,42.33666667
08/12/2010,80483900,43.43,42.35238095
09/12/2010,73537800,43.26,42.37619048
10/12/2010,65627800,43.37,42.39285714
13/12/2010,109953900,43.52,42.4252381
14/12/2010,87752000,43.33,42.50428571
15/12/2010,104328000,43.34,42.59
16/12/2010,80507700,43.46,42.71666667
17/12/2010,96732300,43.37,42.84619048
20/12/2010,96402600,43.59,42.9347619
21/12/2010,64088500,43.86,43.04714286
22/12/2010,66480400,43.99,43.12333333
23/12/2010,55789300,43.78,43.21904762
27/12/2010,62454000,43.92,43.28238095
28/12/2010,43981000,44.03,43.35
29/12/2010,40784800,44.01,43.40428571
30/12/2010,39373600,43.79,43.4852381
31/12/2010,48377000,43.64,43.5252381
03/01/2011,111284600,44.59,43.59904762
04/01/2011,77270200,44.82,43.68857143
05/01/2011,63879900,45.18,43.77761905
06/01/2011,75107200,45.15,43.87761905
07/01/2011,77982800,45.47,43.9747619
10/01/2011,112140000,46.33,44.12095238
11/01/2011,111027000,46.22,44.25666667
12/01/2011,75647600,46.59,44.40285714
13/01/2011,74195100,46.76,44.56619048
14/01/2011,77210000,47.14,44.74714286
18/01/2011,470249500,46.08,44.87190476
19/01/2011,283903200,45.84,44.98952381
20/01/2011,191197300,45.01,45.05714286
21/01/2011,188600300,44.2,45.07333333
24/01/2011,143670800,45.65,45.15238095
25/01/2011,136717000,46.19,45.26714286
26/01/2011,126718900,46.52,45.39095238
27/01/2011,71256500,46.43,45.5052381
28/01/2011,148014300,45.47,45.5747619
31/01/2011,94311700,45.9,45.6752381
01/02/2011,106658300,46.68,45.82
02/02/2011,64738800,46.58,45.9147619
03/02/2011,98449400,46.46,45.99285714
04/02/2011,80460100,46.88,46.07380952
07/02/2011,121255400,47.6,46.19047619
08/02/2011,95260200,48.05,46.31333333
09/02/2011,120686300,48.45,46.41428571
10/02/2011,232137500,47.96,46.49714286
11/02/2011,91893200,48.28,46.57761905
14/02/2011,77604100,48.59,46.6647619
15/02/2011,71043700,48.69,46.73857143
16/02/2011,120289400,49.13,46.88380952
17/02/2011,132645800,48.47,47.00904762
18/02/2011,204014300,47.42,47.12380952
22/02/2011,218138900,45.81,47.20047619
23/02/2011,167963600,46.35,47.23380952
24/02/2011,124975200,46.39,47.24333333
25/02/2011,95004700,47.1,47.27095238
28/02/2011,100768500,47.78,47.3352381
01/03/2011,114034200,47.26,47.42047619
02/03/2011,150647700,47.64,47.50333333
03/03/2011,125197100,48.64,47.59666667
04/03/2011,113316700,48.7,47.69761905
07/03/2011,136530800,48.07,47.77428571
08/03/2011,89079200,48.13,47.83380952
09/03/2011,113326500,47.68,47.83761905
10/03/2011,126884800,46.9,47.78285714
11/03/2011,117770100,47.62,47.74333333
14/03/2011,108989300,47.83,47.73714286
15/03/2011,180270300,46.73,47.66333333
16/03/2011,290502800,44.64,47.4752381
17/03/2011,164855600,45.27,47.31238095
18/03/2011,188303500,44.73,47.10285714
21/03/2011,102350500,45.9,46.98047619
22/03/2011,81480700,46.16,46.92047619
23/03/2011,93249100,45.89,46.92428571
24/03/2011,101178000,46.67,46.93952381
25/03/2011,112227500,47.56,46.9952381
28/03/2011,77338800,47.41,47.01
29/03/2011,88225200,47.48,46.99571429
30/03/2011,82351500,47.16,46.99095238
31/03/2011,68504800,47.15,46.96761905
01/04/2011,104665400,46.61,46.87095238
04/04/2011,115021200,46.16,46.75
05/04/2011,120682800,45.85,46.64428571
06/04/2011,100634800,45.73,46.53
07/04/2011,93361800,45.74,46.43761905
08/04/2011,94383800,45.33,46.36285714
11/04/2011,99736700,44.75,46.22619048
12/04/2011,106409800,44.97,46.09
13/04/2011,86555000,45.47,46.03
14/04/2011,75450200,44.97,46.04571429
15/04/2011,113401400,44.3,45.99952381
18/04/2011,152474700,44.89,46.00714286
19/04/2011,104844600,45.71,45.99809524
20/04/2011,175166600,46.32,46.00571429
21/04/2011,188452600,47.44,46.07952381
25/04/2011,66636500,47.76,46.13142857
26/04/2011,84700000,47.41,46.12428571
27/04/2011,89053300,47.37,46.12238095
28/04/2011,90239800,46.91,46.0952381
29/04/2011,251586300,47.37,46.1052381
02/05/2011,110678400,46.85,46.09095238
03/05/2011,78337000,47.11,46.1147619
04/05/2011,97312600,47.29,46.16857143
05/05/2011,83992300,46.91,46.21904762
06/05/2011,70033600,46.9,46.2747619
09/05/2011,51186800,47.02,46.33571429
10/05/2011,70522900,47.27,46.42809524
11/05/2011,84000000,46.97,46.53380952
12/05/2011,80500000,46.88,46.6247619
13/05/2011,81529000,46.06,46.65285714
16/05/2011,112443800,45.09,46.65857143
17/05/2011,113083600,45.47,46.71428571
18/05/2011,83694100,45.98,46.76619048
19/05/2011,65292500,46.07,46.78333333
20/05/2011,84492100,45.35,46.73714286
23/05/2011,95900000,45.24,46.63238095
24/05/2011,80481800,44.94,46.49809524
25/05/2011,73556000,45.56,46.41
26/05/2011,55640200,45.32,46.31238095
27/05/2011,50899800,45.65,46.25238095
31/05/2011,104438600,47.06,46.23761905
01/06/2011,138670700,46.74,46.23238095
02/06/2011,84695800,46.82,46.21857143
03/06/2011,78312500,46.46,46.17904762
06/06/2011,115485300,45.73,46.12285714
07/06/2011,132446300,44.92,46.02857143
08/06/2011,83430900,44.95,45.93
09/06/2011,68772200,44.84,45.81428571
10/06/2011,108488800,44.09,45.67714286
13/06/2011,82368300,44.18,45.54857143
14/06/2011,83642300,44.97,45.49666667
15/06/2011,99799000,44.2,45.45428571
16/06/2011,127647800,43.99,45.38380952
17/06/2011,153755000,43.33,45.25761905
20/06/2011,160161400,42.66,45.0952381
21/06/2011,123345600,44.01,45.03142857
22/06/2011,97645800,43.64,44.9552381
23/06/2011,139939800,44.81,44.94904762
24/06/2011,109951800,44.15,44.88190476
27/06/2011,84953400,44.92,44.86285714
28/06/2011,73574900,45.35,44.84857143
29/06/2011,88136300,45.19,44.75952381
30/06/2011,80738700,45.41,44.69619048
01/07/2011,108828300,46.44,44.67809524
05/07/2011,88763500,47.27,44.71666667
06/07/2011,111156500,47.59,44.8052381
07/07/2011,99915900,48.32,44.96714286
08/07/2011,122408300,48.66,45.14380952
11/07/2011,110668600,47.89,45.28904762
12/07/2011,112902300,47.86,45.46857143
13/07/2011,97909700,48.43,45.67095238
14/07/2011,107633400,48.4,45.83428571
15/07/2011,121116800,49.37,46.08047619
18/07/2011,143163300,50.57,46.39380952
19/07/2011,204786400,50.98,46.75809524
20/07/2011,235335100,52.34,47.21904762
21/07/2011,131633600,52.39,47.61809524
22/07/2011,129182200,53.21,48.07380952
25/07/2011,147451500,53.91,48.50714286
26/07/2011,119145600,54.57,49.00333333
27/07/2011,164831100,53.11,49.39333333
28/07/2011,148508500,53.01,49.75809524
29/07/2011,158146100,52.83,50.12190476
01/08/2011,153209000,53.67,50.5152381
02/08/2011,159884900,52.61,50.80904762
03/08/2011,183127000,53.11,51.08714286
04/08/2011,217851900,51.05,51.25190476
05/08/2011,301147700,50.54,51.35761905
08/08/2011,285958400,47.78,51.31571429
09/08/2011,270645900,50.6,51.4447619
10/08/2011,219664200,49.2,51.50857143
11/08/2011,185492300,50.56,51.61
12/08/2011,132244000,51,51.73380952
15/08/2011,115136000,51.87,51.85285714
16/08/2011,124687500,51.47,51.89571429
17/08/2011,110515300,51.47,51.91904762
18/08/2011,212858800,49.52,51.7847619
19/08/2011,193972100,48.16,51.58333333
22/08/2011,133828800,48.22,51.34571429
23/08/2011,164208800,50.54,51.1852381
24/08/2011,156566900,50.89,51.01
25/08/2011,217836500,50.56,50.88857143
26/08/2011,160369300,51.89,50.8352381
29/08/2011,101317300,52.76,50.83190476
30/08/2011,104480600,52.76,50.78857143
31/08/2011,130646600,52.06,50.76238095
01/09/2011,85931300,51.55,50.68809524
02/09/2011,109734800,50.6,50.66666667
06/09/2011,127424500,51.37,50.70619048
07/09/2011,87644200,51.94,50.90428571
08/09/2011,104039600,51.97,50.96952381
09/09/2011,141203300,51.07,51.05857143
12/09/2011,116958100,51.4,51.09857143
13/09/2011,110140100,52.03,51.14761905
14/09/2011,133681100,52.67,51.18571429
15/09/2011,104454700,53.16,51.26619048
16/09/2011,174628300,54.18,51.3952381
19/09/2011,205965200,55.69,51.68904762
20/09/2011,193938500,55.93,52.05904762
21/09/2011,151494000,55.76,52.41809524
22/09/2011,242120200,54.36,52.6
23/09/2011,136569300,54.69,52.78095238
26/09/2011,203219100,54.54,52.97047619
27/09/2011,158124400,54.01,53.07142857
28/09/2011,107409400,53.71,53.11666667
29/09/2011,162771700,52.84,53.12047619
30/09/2011,136910200,51.59,53.09809524
03/10/2011,167274800,50.68,53.05666667
04/10/2011,308419300,50.39,53.04666667
05/10/2011,196617400,51.17,53.03714286
06/10/2011,203145600,51.05,52.9947619
07/10/2011,133864500,50.03,52.90238095
10/10/2011,110628700,52.6,52.9752381
11/10/2011,151421900,54.15,53.10619048
12/10/2011,155571500,54.41,53.21952381
13/10/2011,106546300,55.25,53.34238095
14/10/2011,143341800,57.09,53.52952381
17/10/2011,171511200,56.82,53.6552381
18/10/2011,220400600,57.12,53.72333333
19/10/2011,276014900,53.93,53.62809524
20/10/2011,137317600,53.48,53.51952381
21/10/2011,155311100,53.15,53.46190476
24/10/2011,125534500,54.89,53.47142857
25/10/2011,107606800,53.81,53.43666667
26/10/2011,114076200,54.19,53.4452381
27/10/2011,123666200,54.75,53.4947619
28/10/2011,80710700,54.78,53.58714286
31/10/2011,96375300,54.76,53.73809524
01/11/2011,132947500,53.64,53.87904762
02/11/2011,81837700,53.76,54.03952381
03/11/2011,110346600,54.53,54.19952381
04/11/2011,75557300,54.15,54.34714286
07/11/2011,67568900,54.08,54.54
08/11/2011,100110500,54.96,54.65238095
09/11/2011,139671000,53.47,54.62
10/11/2011,186188100,52.11,54.51047619
11/11/2011,163446500,52.03,54.35714286
14/11/2011,108226300,51.31,54.08190476
15/11/2011,107702700,52.6,53.88095238
16/11/2011,87302600,52.05,53.63952381
17/11/2011,119975100,51.06,53.50285714
18/11/2011,92984500,50.72,53.37142857
21/11/2011,111995100,49.92,53.21761905
22/11/2011,102255300,50.94,53.02952381
23/11/2011,107067800,49.65,52.83142857
25/11/2011,63690200,49.18,52.59285714
28/11/2011,86603300,50.88,52.40857143
29/11/2011,93963800,50.49,52.20428571
30/11/2011,101484600,51.71,52.05904762
01/12/2011,96795300,52.48,52.00380952
02/12/2011,94763900,52.72,51.95428571
05/12/2011,89302500,53.17,51.88952381
06/12/2011,70899500,52.89,51.82952381
07/12/2011,76186600,52.64,51.76095238
08/12/2011,94089100,52.85,51.66047619
09/12/2011,74248300,53.25,51.65
12/12/2011,75266800,53.01,51.69285714
13/12/2011,84732200,52.6,51.72
14/12/2011,101721900,51.43,51.72571429
15/12/2011,64050000,51.26,51.66190476
16/12/2011,105369600,51.55,51.63809524
19/12/2011,58882600,51.71,51.66904762
20/12/2011,84303800,53.57,51.8047619
21/12/2011,65737000,53.63,51.98142857
22/12/2011,50589700,53.92,52.12333333
23/12/2011,67349800,54.56,52.35714286
27/12/2011,66269000,55,52.63428571
28/12/2011,57165500,54.47,52.8052381
29/12/2011,53994500,54.81,53.01095238
30/12/2011,44915500,54.79,53.15761905
03/01/2012,75555200,55.63,53.30761905
04/01/2012,65005500,55.93,53.46047619
05/01/2012,67817400,56.55,53.62142857
06/01/2012,79573200,57.14,53.82380952
09/01/2012,98506100,57.05,54.03380952
10/01/2012,64549100,57.26,54.24380952
11/01/2012,53771200,57.16,54.43
12/01/2012,53146800,57.01,54.62047619
13/01/2012,56505400,56.79,54.82
17/01/2012,60724300,57.45,55.10666667
18/01/2012,69197800,58.05,55.43
19/01/2012,65434600,57.87,55.73095238
20/01/2012,103493600,56.86,55.97619048
23/01/2012,76515600,57.82,56.17857143
24/01/2012,136909500,56.87,56.33285714
25/01/2012,239578500,60.43,56.64285714
26/01/2012,80996300,60.15,56.90904762
27/01/2012,74927300,60.51,57.17142857
30/01/2012,94835300,61.28,57.49571429
31/01/2012,97920900,61.75,57.82619048
01/02/2012,67511500,61.71,58.15571429
02/02/2012,46699100,61.57,58.43857143
03/02/2012,71649900,62.19,58.73666667
06/02/2012,62353200,62.77,59.03285714
07/02/2012,79055900,63.42,59.33190476
08/02/2012,101972500,64.49,59.68619048
09/02/2012,221053700,66.72,60.13666667
10/02/2012,157825500,66.75,60.59333333
13/02/2012,129304000,67.99,61.11619048
14/02/2012,115099600,68.92,61.69380952
15/02/2012,376530000,67.33,62.16428571
16/02/2012,236138000,67.94,62.6352381
17/02/2012,133951300,67.93,63.11428571
21/02/2012,151398800,69.65,63.72333333
22/02/2012,120825600,69.41,64.2752381
23/02/2012,142006900,69.86,64.89380952
24/02/2012,103768000,70.67,65.38142857
27/02/2012,136895500,71.13,65.90428571
28/02/2012,150096800,72.43,66.47190476
29/02/2012,238002800,73.38,67.04809524
01/03/2012,170817500,73.66,67.6152381
02/03/2012,107928100,73.75,68.18857143
05/03/2012,202281100,72.13,68.69142857
06/03/2012,202559700,71.74,69.14619048
07/03/2012,199630200,71.79,69.57571429
08/03/2012,129114300,73.32,70.04714286
09/03/2012,104729800,73.75,70.48809524
12/03/2012,101820600,74.68,70.86714286
13/03/2012,172713800,76.85,71.34809524
14/03/2012,354711000,79.76,71.90857143
15/03/2012,289929500,79.22,72.39904762
16/03/2012,206371900,79.22,72.9652381
19/03/2012,225309000,81.32,73.60238095
20/03/2012,204165500,81.98,74.27142857
21/03/2012,161010500,81.51,74.83619048
22/03/2012,155967700,81.08,75.39190476
23/03/2012,107622200,80.64,75.9052381
26/03/2012,148935500,82.11,76.45
27/03/2012,151782400,83.13,77.02142857
28/03/2012,163865100,83.55,77.55095238
29/03/2012,152059600,82.5,77.9852381
30/03/2012,182759500,81.11,78.34
02/04/2012,149587900,83.69,78.81333333
03/04/2012,208639900,85.14,79.43285714
04/04/2012,143245200,84.46,80.03857143
05/04/2012,160324500,85.73,80.70238095
09/04/2012,149384200,86.07,81.30952381
10/04/2012,222431300,85.02,81.84619048
11/04/2012,174153700,84.71,82.32380952
12/04/2012,153584200,84.25,82.67619048
13/04/2012,214911200,81.88,82.77714286
16/04/2012,262696700,78.48,82.74190476
17/04/2012,256382000,82.48,82.89714286
18/04/2012,238632800,82.3,82.94380952
19/04/2012,208679800,79.47,82.82428571
20/04/2012,257746300,77.51,82.63380952
23/04/2012,241632300,77.34,82.45571429
24/04/2012,269037300,75.8,82.2252381
25/04/2012,226444400,82.52,82.2447619
26/04/2012,134017100,82.21,82.20095238
27/04/2012,101680600,81.58,82.10714286
30/04/2012,126536200,79,81.94047619
01/05/2012,152749800,78.75,81.82809524
02/05/2012,106847300,79.27,81.61761905
03/05/2012,97637400,78.71,81.31142857
04/05/2012,132498100,76.47,80.93095238
07/05/2012,115029600,77.04,80.51714286
08/05/2012,124313000,76.86,80.07857143
09/05/2012,120176000,77,79.69666667
10/05/2012,83300000,77.18,79.33809524
11/05/2012,99886500,76.67,78.97714286
14/05/2012,88156600,75.52,78.67428571
15/05/2012,119084000,74.83,78.50047619
16/05/2012,140224000,73.88,78.09095238
17/05/2012,179305000,71.72,77.58714286
18/05/2012,183073100,71.75,77.21952381
21/05/2012,157776500,75.93,77.14428571
22/05/2012,173717600,75.35,77.04952381
23/05/2012,146224400,77.19,77.11571429
24/05/2012,124057500,76.48,76.82809524
25/05/2012,82126800,76.07,76.53571429
29/05/2012,95127200,77.42,76.33761905
30/05/2012,132357400,78.35,76.30666667
31/05/2012,122918600,78.16,76.27857143
01/06/2012,130246900,75.89,76.11761905
04/06/2012,139248900,76.34,76.0047619
05/06/2012,97053600,76.14,75.98904762
06/06/2012,100363900,77.31,76.00190476
07/06/2012,94941700,77.34,76.0247619
08/06/2012,86879100,78.51,76.09666667
11/06/2012,147816200,77.27,76.10095238
12/06/2012,108845100,77.94,76.16142857
13/06/2012,73395000,77.4,76.25095238
14/06/2012,86393300,77.32,76.36952381
15/06/2012,83813800,77.67,76.55
18/06/2012,110103000,79.25,76.90857143
19/06/2012,90351100,79.47,77.27619048
20/06/2012,89735800,79.24,77.43380952
21/06/2012,81587800,78.15,77.56714286
22/06/2012,71117900,78.75,77.64142857
25/06/2012,76095600,77.22,77.67666667
26/06/2012,69134100,77.39,77.73952381
27/06/2012,50749300,77.72,77.75380952
28/06/2012,70709100,76.98,77.68857143
29/06/2012,105375200,79.01,77.72904762
02/07/2012,100023000,80.16,77.93238095
03/07/2012,60428200,81.09,78.15857143
05/07/2012,121095800,82.51,78.46190476
06/07/2012,104732600,81.97,78.68380952
09/07/2012,94851400,83.05,78.95571429
10/07/2012,127989400,82.28,79.1352381
11/07/2012,117330500,81.77,79.34952381
12/07/2012,107010400,81.02,79.49619048
13/07/2012,77856800,81.84,79.70761905
16/07/2012,75315100,82.1,79.9352381
17/07/2012,73406200,82.11,80.14666667
18/07/2012,63175000,82.02,80.27857143
19/07/2012,109215400,83.11,80.45190476
20/07/2012,99367800,81.75,80.57142857
23/07/2012,121993900,81.69,80.74
24/07/2012,141283100,81.29,80.86095238
25/07/2012,219328200,77.78,80.88761905
26/07/2012,101658200,77.77,80.90571429
27/07/2012,100984100,79.16,80.97428571
30/07/2012,94785600,80.5,81.14190476
31/07/2012,115581900,82.63,81.31428571
01/08/2012,96125400,82.09,81.40619048
02/08/2012,83039600,82.22,81.46
03/08/2012,86230200,83.29,81.49714286
06/08/2012,75525800,84.22,81.60428571
07/08/2012,72611700,84,81.64952381
08/08/2012,61176500,83.86,81.7247619
09/08/2012,55410600,84.33,81.84666667
10/08/2012,48734700,84.47,82.01095238
13/08/2012,69708100,85.59,82.18952381
14/08/2012,85042300,85.82,82.36666667
15/08/2012,64335600,85.71,82.53809524
16/08/2012,63633500,86.46,82.74952381
17/08/2012,110690300,88.05,82.9847619
20/08/2012,153346200,90.37,83.3952381
21/08/2012,203179900,89.13,83.74952381
22/08/2012,141330700,90.88,84.20619048
23/08/2012,105032200,90.03,84.78952381
24/08/2012,109335100,90.11,85.37714286
27/08/2012,106752100,91.8,85.97904762
28/08/2012,66854200,91.68,86.51142857
29/08/2012,50701700,91.5,86.93380952
30/08/2012,75674900,90.2,87.32
31/08/2012,84580300,90.38,87.70857143
04/09/2012,91973000,91.7,88.10904762
05/09/2012,84093800,91.06,88.4347619
06/09/2012,97799100,91.88,88.81
07/09/2012,82416600,92.45,89.21904762
10/09/2012,121999500,90.04,89.49095238
11/09/2012,125995800,89.75,89.74238095
12/09/2012,178058300,91,90
13/09/2012,149590000,92.79,90.33190476
